"ID","name","location","info","mob_name","wear","date"
"552","Barbed Dagger of Thiulor","Castle of Giants",".. this object, the Barbed Dagger of Thiulor, is a dagger,
   and can be referred to as 'barbed dagger thiulor'.
It is of 30th level, weighs 5 pounds, and is worth 95 gold.
It hums faintly.
It deals 6d8 damage (averaging at 27).
Its attacks take the form of a pierce.
It is razor sharp and is layered in deadly poison.
When worn, it
   modifies hit roll by 5
   modifies damage roll by 5","Thiulor the Spy","wield","2026-03-22 09:14:02"
"553","golden chalice","castle of trials",".. this object, a golden chalice, is treasure,
   and can be referred to as 'chalice gold prize'.
It is of 38th level, weighs 1 pound, and is worth 100 gold.
You can hold it in your hands.
It glows with a soft light and sheds a magical aura.
It cannot be located by magical means.
When worn, it
   modifies resistance to lightning by 10
   modifies resistance to holy by 10
   modifies all saves by 4
   modifies mana by 80
   modifies health by 80","quest","hold",NULL
"554","mage's last defense","castle of trials",".. this object, a mage's last defense, is a dagger,
   and can be referred to as 'dagger mage defense'.
It is of 31st level, weighs 0 pounds, and is worth 234 gold.
It is invisible and sheds a magical aura.
It is fireproof and resists corrosion.
It deals 6d7 damage (averaging at 24).
Its attacks take the form of a pierce.
It crackles with electricity.
When worn, it
   modifies wisdom by 2
   modifies intelligence by 2
   modifies fortitude save by 2
   modifies will save by 1
   modifies reflex save by 2
   modifies armor class by -20","quest","wield",NULL
"555","amulet of the Black Moon, Nuitari","ToHS",".. this object, an amulet of the Black Moon, Nuitari, is armor,
    and can be referred to as 'amulet nuitari black moon'.
 It is of 30th level, weighs 1 pound, and is worth 150 gold.
You can wear it around your neck.
It sheds a magical aura.
The curse upon it won't let you remove it.
It can only be used by those of darkened soul.
It cannot be located by magical means.
It is fireproof and resists corrosion.
Armor class bonus: 4 vs pierce, 3 vs bash, 3 vs slash, and 10 vs magic.
When worn, it
    modifies resistance to holy by 6
    modifies resistance to energy by 6
    modifies resistance to sound by 6
    modifies armor class by -8
    modifies intelligence by 2
    modifies health by 20
    modifies fortitude save by 5
    modifies will save by 5
    modifies mana by 30","Dalamar","neck",NULL
"556","soft black velvet hood","ToHS",".. this object, a soft black velvet hood, is armor,
    and can be referred to as 'velvet black hood'.
It is of 30th level, weighs 1 pound, and is worth 220 gold.
You can wear it on your head.
It sheds a magical aura.
It can only be used by those of darkened soul.
It cannot be located by magical means.
It is fireproof and resists corrosion.
Armor class bonus: 6 vs pierce, 6 vs bash, 6 vs slash, and 6 vs magic.
When worn, it
    modifies resistance to holy by 3
    modifies resistance to negative by 3
    modifies damage roll by -5
    modifies health by 15
    modifies hit roll by -5
    modifies wisdom by 2
    modifies mana by 40","Dalamar","head",NULL
"557","black robe of soft velvet","ToHS",".. this object, a black robe of soft velvet, is a container,
    and can be referred to as 'velvet robes black'.
It is of 30th level, weighs 2 pounds, and is worth 320 gold.
You can wear it around your body.
It sheds a magical aura.
It can only be used by those of darkened soul.
It cannot be located by magical means.
It is fireproof and resists corrosion.
Capacity: 400#  Maximum weight: 100#
It is pickproof.
When worn, it
   modifies resistance to negative by 8
   modifies resistance to holy by 8
   modifies resistance to lightning by -7
   modifies mana by 80
   modifies reflex save by 4
   modifies will save by 4
   modifies armor class by -20","Dalamar  (master of black robes)","body",NULL
"558","pendant engraved with the word 'Eternity'","nightfall",".. this object, a pendant engraved with the word 'Eternity', is armor,
   and can be referred to as 'pendant eternity'.
It is of 30th level, weighs 0 pounds, and is worth 150 gold.
You can wear it around your neck.
It sheds a magical aura.
It can only be used by those of pure soul.
Armor class bonus: 7 vs pierce, 7 vs bash, 7 vs slash, and 7 vs magic.
When worn, it
   modifies reflex save by 4
   modifies will save by 5
   modifies fortitude save by 8
   modifies health by 25
   modifies mana by 25
   modifies damage roll by 4
   modifies hit roll by 4


initially noremove","last paladin","neck",NULL
"559","gloves of the dark-elven skin","Drow Enclaves",".. this object, gloves of the dark-elven skin, is armor,
   and can be referred to as 'gloves dark-elf skin'.
It is of 38th level, weighs 1 pound, and is worth 180 gold.
You can wear it on your hands.
It hums faintly and sheds a magical aura.
It cannot be used by those of pure soul.
Armor class bonus: 10 vs pierce, 10 vs bash, 5 vs slash, and 10 vs magic.
When worn, it
   modifies dexterity by 2
   modifies intelligence by 2
   modifies health by 25
   modifies mana by 25
   modifies damage roll by 3
   modifies hit roll by 3
   modifies will save by 4
   modifies resistance to holy by 3","Medusa","hands","2026-03-22 09:40:31"
"560","pair of dark-elven boots","Drow Enclaves",".. this object, a pair of dark-elven boots, is armor,
   and can be referred to as 'boot dark-elf dark-elven'.
It is of 38th level, weighs 1 pound, and is worth 200 gold.
You can wear it on your feet.
It hums faintly and sheds a magical aura.
It can only be used by those of darkened soul.
It is designed to be used by elves.
Armor class bonus: 10 vs pierce, 10 vs bash, 5 vs slash, and 10 vs magic.
When worn, it
   modifies dexterity by 2
   modifies moves by 50
   modifies health by 30
   modifies mana by 30
   modifies move regeneration by 1
   modifies damage roll by 4
   modifies hit roll by 4
   modifies resistance to holy by 3","A drow predator","feet","2026-03-22 09:41:06"
"561","black stone","Drow Enclaves",".. this object, a black stone, is a magical wand,
   and can be referred to as 'stone black'.
It is of 27th level, weighs 1 pound, and is worth 9 gold.
You can hold it in your hands.
It hums faintly and sheds a magical aura.
It has 4 (out of 4) charges of a 51st-level spell of 'fireball'.","A forming demon","wand","2026-03-22 09:42:35"
"562","something dark","Drow Enclaves",".. this object, something dark, is a magical wand,
   and can be referred to as 'dark something'.
It is of 38th level, weighs 0 pounds, and is worth 30 gold.
You can hold it in your hands.
It hums faintly and sheds a magical aura.
The curse upon it won't let you remove or drop it.
It cannot be used by those of pure soul.
It has 3 (out of 3) charges of a 50th-level spell of 'paralysis'.
When worn, it
   modifies health by 30
   modifies armor class by -10
   modifies damage roll by 4
   modifies hit roll by 4","A nosferatu drow prince","wand","2026-03-22 09:41:37"
"563","suit of the drow battlearmor","Drow Enclaves",".. this object, a suit of the drow battlearmor, is armor,
   and can be referred to as 'plate drow'.
It is of 38th level, weighs 2 pounds, and is worth 258 gold.
You can wear it on your torso.
It hums faintly and sheds a magical aura.
It cannot be used by those of pure soul.
Armor class bonus: 10 vs pierce, 10 vs bash, 5 vs slash, and 10 vs magic.
When worn, it
   modifies dexterity by 2
   modifies moves by 50
   modifies health by 50
   modifies mana by 50
   modifies reflex save by 7
   modifies resistance to holy by 5
   modifies damage roll by 6
   modifies hit roll by 6","A nosferatu drow prince","torso","2026-03-22 09:40:22"
"564","small spiked ring","Castle of Giants",".. this object, a small spiked ring, is armor,
   and can be referred to as 'small spiked ring'.
It is of 30th level, weighs 2 pounds, and is worth 150 gold.
You can wear it on your finger.
Armor class bonus: 7 vs pierce, 9 vs bash, 3 vs slash, and 2 vs magic.
When worn, it
   modifies damage roll by 6
   modifies hit roll by 6
   modifies dexterity by -1","Shannon, the Battle Mistress","finger","2026-03-22 09:17:24"
"565","some spiked adamantite sleeves","Castle of Giants",".. this object, some spiked adamantite sleeves, is armor,
   and can be referred to as 'spiked adamantite sleeves'.
It is of 30th level, weighs 12 pounds, and is worth 180 gold.
You can wear it on your arms.
It glows with a soft light and hums faintly.
It is designed to be used by minotaurs.
Armor class bonus: 15 vs pierce, 15 vs bash, 15 vs slash, and 15 vs magic.
When worn, it
   modifies damage roll by 5
   modifies hit roll by 5
   modifies dexterity by -1
   modifies all saves by 2","Shannon, the Battle Mistress","arms","2026-03-22 09:20:03"
"566","some spiked adamantite gauntlets","Castle of Giants",".. this object, some spiked adamantite gauntlets, is armor,
   and can be referred to as 'spiked adamantite gauntlets'.
It is of 30th level, weighs 15 pounds, and is worth 180 gold.
You can wear it on your hands.
It glows with a soft light and hums faintly.
It is designed to be used by minotaurs.
Armor class bonus: 15 vs pierce, 15 vs bash, 15 vs slash, and 15 vs magic.
When worn, it
   modifies damage roll by 5
   modifies hit roll by 5
   modifies dexterity by -1
   modifies all saves by 2","Shannon, the Battle Mistress","hands","2026-03-22 09:20:27"
"567","spiked adamantite battle boots","Castle of Giants",".. this object, spiked adamantite battle boots, is armor,
   and can be referred to as 'spiked adamantite boots'.
It is of 30th level, weighs 5 pounds, and is worth 180 gold.
You can wear it on your feet.
It glows with a soft light and hums faintly.
It is designed to be used by minotaurs.
Armor class bonus: 15 vs pierce, 15 vs bash, 15 vs slash, and 15 vs magic.
When worn, it
   modifies damage roll by 5
   modifies hit roll by 5
   modifies dexterity by -1
   modifies all saves by 2","Shannon, the Battle Mistress","feet","2026-03-22 09:17:58"
"568","some spiked adamantite battle leggings","Castle of Giants",".. this object, some spiked adamantite battle leggings, is armor,
   and can be referred to as 'spiked adamantite leggings'.
It is of 30th level, weighs 8 pounds, and is worth 180 gold.
You can wear it on your legs.
It glows with a soft light and hums faintly.
It is designed to be used by minotaurs.
Armor class bonus: 15 vs pierce, 15 vs bash, 15 vs slash, and 15 vs magic.
When worn, it
   modifies damage roll by 5
   modifies hit roll by 5
   modifies dexterity by -1
   modifies all saves by 2","Shannon, the Battle Mistress","legs","2026-03-22 09:17:48"
"569","spiked adamantite battle helm","Castle of Giants",".. this object, a spiked adamantite battle helm, is armor,
   and can be referred to as 'spiked adamantite helm'.
It is of 30th level, weighs 7 pounds, and is worth 180 gold.
You can wear it on your head.
It glows with a soft light and hums faintly.
It is designed to be used by minotaurs.
Armor class bonus: 15 vs pierce, 15 vs bash, 15 vs slash, and 15 vs magic.
When worn, it
   modifies damage roll by 5
   modifies hit roll by 5
   modifies dexterity by -1
   modifies all saves by 2","Shannon, the Battle Mistress","head","2026-03-22 09:17:40"
